"","review","rating"
"155","I'm Irish and I've been living in Denmark for a while so I was looking forward to going home last week so I could see Intermission. And I will go on record as saying:<br /><br />THIS FILM IS AWFUL.<br /><br />It is not quite as bad a something like ""The Most Fertile Man in Ireland"" but it definitely does not stand up there with other Irish films such as The Commitments, I Went Down or Michael Collins.<br /><br />Some aspects of the film are actually quite funny, such as Colm Meaneys American-style garda. But the film itself is shot completely wrong. The bouncing around of the camera and the constant zoom-in, zoom-out tries to give the film an edgy look as if it were a gritty drama. But it isn't. This is an Irish Lock, Stock and Two Smoking Barrels and it should be shot like this. It should have smooth movement from one shot to the next. The film just looks sloppy and thrown together.<br /><br />The performances are okay, given the awful script. A friend of mine said to me like it was like they just followed Colin Farrell around Dublin for a week. He gives a decent display as a Dublin Dirtbag, but it no way compares to his performances in Minority Report, Tigerland or Phone Booth. The best performance was from Dierdre O'Kane who plays a sexually frustrated middle-aged woman who has just been dumped by her bank manager husband for a younger woman. I think she should leave her god-awful stand-up and focus more on her acting.<br /><br />All in all, its does in no way live up to the expectations put on it by the Irish press or deserve to be even considered as one of the best Irish films ever.<br /><br />I'm expecting a backlash from these comments because most people I have spoken to have said it was great. But before you reply, ask yourself: Would think so highly of this movie if it was set in England or America?",0
"156","For those of you unfamiliar with Jimmy Stewart, this is one of his ""lesser"" films from later in his career. And, while it isn't a great film compared to many of his other pictures, it isn't bad and is a decent time-passer--but not much more.<br /><br />Kim Novak is a witch in New York City and for some inexplicable reason, she decides to cast a spell on poor Jimmy to make him fall in love with her. Over time, the cold and detached Ms. Novak also begins to fall in love with Stewart--and apparently in the witch's rule book, this is a definite NO, NO!! <br /><br />The film is odd in its sensibilities about the witches. They are neither the baby-sacrificing nor the all-powerful variety. Most of their magic is pretty limited and pointless (such as Jack Lemmon using his powers to turn off street lamps). And, very oddly, the witches all seem to be bohemians who hang out in hip bars where you might find people wearing berets and listening to crappy jazz. Considering what I think of jazz, it must really stink to be a witch in this movie's world!<br /><br />Anyway, the film is pretty romantic and mildly comedic, but not something I would rush out to watch. The acting is pretty good, but the script doesn't offer enough payoff to make this an exceptional film--in fact, I almost scored the film a 6--it was really close.",1
"157","Didn't Mystic Pizza win the Oscar for that year? This movie never had a chance, due to the casting, but perhaps by now people can see why I felt that way upon leaving the theater. Only ""Wargames"" left me feeling similarly disturbed after leaving the theater, with the feeling I was getting a glimpse of our future. History has shown that this is exactly what happened.<br /><br />The casting is a pop-culture Cuisinart of the 1980s: you get Arnold as Ben Richards, the framed fugitive offered a chance to ""run"" for his freedom on the game show with the same title as the movie; Richard Dawson as Damon Killian, treating his role as if he were the host of Family Feud with the contestants using real guns; Jesse Ventura as ""Captain Freedom"" and co-wrestler Professor Tanaka as ""Subzero,"" both ""stalkers"" who kill the ""running men."" Even Mick Fleetwood (Mic) and Dweezil Zappa (Stevie) show up, while the ""dancers of the future"" are none other than the Laker Girls. This movie SCREAMS ""80s."" The plot is a good excuse for the action: Ben Richards is determined to prove his innocence, but agrees to be the Running Man when he is told that his buddies would be set free; instead, they join him as ""contestants."" Maria Conchita Alonzo as Amber Mendez is the standard by which one can properly judge Salma Hayek in the 1990s.<br /><br />The production value on the film was a bit poor, the lines were cheesy, and (at the time), the plot seemed a bit far-fetched. I remember thinking when I was leaving the theater that we were definitely heading in the direction of the film, but who could have seen how far we'd go there and how fast? If The Running Man were listed in TV Guide, most people would assume it were just another reality show pushing the envelope today. The government influences on the media have only gotten worse, and the dumbed-down American public of the future that surrenders all of its freedoms for ""national security"" is downright chilling. Ben Richards is played brilliantly by Arnold as one of the few remaining holdouts against a government tyranny that the rest of America is all too willing to accept in return for good television and some parting gifts for the audience.<br /><br />The movie was way over the top, maybe even off the cliff for its time, but as with Back to the Future III, the ""ravine"" it appeared to be sinking itself into in 1987 was replaced by completed tracks in 2006 and beyond, and this movie will sail into the future as one of the more prophetic films of our time. It is tragic that, as with Wargames, the academy did not give this brilliant screenplay the recognition it deserved. ""Serious"" actors acting seriously while being so pretentious that you want to throw up may win more Oscars, but that doesn't make them better films than their ""common man"" counterparts, such as this one.<br /><br />An absolute must-see.",1
"158","I loved this film. I first saw it when I was 20 ( which was only four years ago) and I enjoyed it so much, I brought my own copy the next day. The comedy is well played by all involved. I always have to rewind and rewatch the scene where Mr. Tsanders explains why he found water at 6 ft in one area and 227 feet in another area. Also look for Jason Robards father who plays Mr. Retch. Talent ran in that family.",1
"159","Robert Jannuci,Luca Venantini, Venantino Venantini, Alicia Moro (two stars are from CITY OF THE LIVING DEAD (I wonder what Luca is doing these days, probably a lawyer or something, like Bela Lugosi Jr. or David Hennessey there kid from dark shadows who wants to forget dark shadows existed). Anyway, in the Thorn EMI video there's no music over the opening credits . . . but the music is great once it comes in . . . with the Italian movies the films aren't as good as the music . . . my favorite scene is with the boy with the robot arm following loner-Alien through the desert. Alien says why are you following me. Tommy answers because i feel like it . . . Alien replies which way are you headed Tommy says West then Alien says well, I'm going east. So after a while of walking, the theme playing in the background Alien looks up and sees Tommy sitting on a rock petting a pet hamster . . . tommy looks up and says to Alien, what took you so long . . . I love this movie . . . It touches my heart. The boy with the robot arm needs a daddy and Alien is drafted in to being Tommy's daddy in the desert . . . oh yeah, they need water too . . . not THE ROAD WARRIOR (MAD MAX 2) by any means but a silly western/post nuke movie with a boy with a robot arm and Alien and Trash and a few other good guys with a mean chick with an iron claw and CRAZY BULL who looks like Wez in the Road warrior . . .on Sunday afternoons on channel 57 (philadelphia, PA) after church i'd come home and find this on . . . often . . . too often. Love it. 10/10",1
"160","Drum scene is wild! Cook, Jr. is unsung hero of this and many movies. Fantastic actor, great flick. A few twists that keep you moving. A must-see.",1
"161","Peeew this stinks! As everyone knows it's based upon some Geico insurance commercials; what no one knows is WHY?! Those commercials were amusing on first viewing at best; hardly fodder for a series. (The talking Geico gecko -- that's another story. Now that would make for an intriguing series!) And why on earth did ABC -- as reported in the press -- actually agree to buy the cavemen character rights from Geico for this? After all, the idea of cavemen struggling in the modern world is hardly unique to TV; Phil Hartman had a recurring Saturday Night Live role as The Unfrozen Caveman Lawyer over a decade ago. And that's how a concept like this works best -- as an occasional installment. But a regular series? Fuhgeddaboudit. (A 1960s series called ""It's About Time"" also used the cavemen in the modern world concept. It lasted one season.) <br /><br />One of the show's directors, who was also responsible for the Geico commercials, was recently quoted as saying: ""We were so excited when we were shooting our commercials because we felt like we had something that was very unique and we had bigger stories to tell."" Wrong.<br /><br />In the annals of bad TV, this is destined to take its place alongside 1972's ""Me and the Chimp"" as one of the all-time worst. The lead actor in the embarrassing Chimp fiasco actually went into shame-by-association hiding after it was abruptly canceled. No doubt our cavemen friends will follow suit.",0
"162","I know sometimes its really really corny... But the acting is amazing and Melissa Joan Hart is as cute as a button. I love this show a lot, and I'm almost embarrassed that I do b/c the show has a rep. for being really corny, but it makes me feel good. My only problem is that sometimes it can be pretty low budget - sometimes actors change and you just have to deal with it... Like Sabrina's father is 2 different guys throughout the course of the movie... I mean, couldn't they just say he was an uncle or something? Still, I can't help but loving this show. Harvey and Sabrina make a really cute couple and Salem is absolutely hilarious. I definitely recommend it if your looking for some light and funny entertainment... My favorite episode is ""Pancake Madness""... a HILARIOUS episode. The best season is probably 3... I'm not really a fan of some of the seventh season twists... Once you get to college, Morgan joins the group and her dialog is painful and very poorly acted... Plus she is ugly, so the jokes about how she is only surviving off her good looks were lost on me... But I think it was set up to have a really good eighth season and I was really sad to see one of my favorite shows canceled!",1
"163","Journey to the Center of the Earth is the story of some tourists of Hawaii, three of them siblings, and one of them a young British nanny babysitting a dog. When the siblings accidentally drive off in their jeep with the basket of dog biscuits, the nanny follows them (it might've just been safer to purchase more) all the way to the cave the siblings intended to explore (I guess). For some reason, they actually go in the cave and then, when the place starts caving in, they try to get out to no avail, except for the six-year-old sister who they tell to go get help. Meanwhile, the more they move around in the cave, the more they continue to plummet further and further towards the earths cavernous core. And behold, it is here where they find the City of Atlantis and its bizarre alien habitants who are living under the oppressive rule of one alien that doesn't want them asking to many questions about the worlds external to their own.<br /><br />I see that Rusty Lemorande, the named director of the film has provided comments on this film, in which he explains that part of latter half of this film is actually the sequel to Alien in L.A. Well, whatever it was, it was an amazingly cheap movie that I would rank only slightly higher than City Limits (a 1988 sci-fi film also made on a non-existent budget) because at the least ending of this dreadful piece of mostly incoherent film-making that cuts corners where it can aims for some humor and amusement in the last 20 minutes when we finally see what life is like in the alien world at the center of the Earth. I also give it a two star rating rather than one because it was at times, funny, even if only in its subtleties. For example, the aliens asks the British girl if she's an alien and she explains that the Ministry should be sending her work visa shortly. Or when the alien girl finds Bryan and explains that he is in the city of Altantis and he mistakes this for Atlantic City, New Jersey. Little things like that make the idiocy of the first hour or so tolerable. Imagine how great the film could've been though if they had 1) actually intended to make it, and 2) actually had money to make it.<br /><br />I do like how in the end, no one wonders what happened to the little sister who was sent away in the beginning to get help. She'd just be wandering around the Hawaiian caves and not too far from the erupting volcano, mind you.",0
"164","Absolutely one of the worst movies of the year. The plot is ridiculous, the characters poorly developed, and the premise irritatingly stupid. It all begins when Michael Keaton, fresh off of doing nothing noteworthy since Batman, loses his beautiful author wife, Anna, to a car accident, possibly caused by her driving one of those convertible VW bugs even though she's supposed to be rich. In his grief, Batman moves to a new apartment and takes up a hobby: recording nothing and then watching it. He learned this from a really fat pathetic guy who got murdered by three tall shadowy fellows who lived in his TV. Pretty soon, he starts to see dead people, thanks to EVP, or Electronic Voice Phenomenon, which is evidently this deal wherein dead people can send messages to living people through tape recorders, video cameras, dead cell phones (""Anna cell calling? But she's...DEAD!...Must be ghosts. Mhmmm. No other possible explanation. I'd better start messing around with this indiscriminately."") etc. Why they can't just write something down on a piece of paper or knock over some stuff to form creative pictograms is never explained. ANyway, eventually Batman discovers that he's actually seeing the future, and he decides to go help this woman he doesn't know. He gets out of his house just in the nick of time, because the tall dark guys enter just after he leaves (""D*mn it! Can travel between the living and dead using electronics, but I'll be d*mned if we can be on time! Am I right guys? (They nod in bemused agreement).""). He tracks this lady to a warehouse and finds out that this character from the first ten minutes of the movie (look hard, or you'll miss him!) is actually a serial killer working for three tall shadowy demons, who in Raiders of the Lost Ark style swoop down and kill him, looking like the cartoons that they are. Just then some detectives show up and save the lady. After Batman's funeral, he decides to send a message from beyond the grave apologizing to his son for being an idiot, evidently feeling that the best way to protect his kid from the horrors of EVP is to expose him to it. The little kid just smiles. Nothing phases that dude, not even when his dad, Batman of course, starts talking to TV's. The high-point of the movie was when someone's phone rang and some guy yelled out, ""It's Anna!""",0
"165","Give this movie a break! Its worth at least a ""7""! That little girl is a good actor and she's cute, too. Jim Belushi is a comic genius. You can't help but feel good at the end! I wish there were more wholesome shows like this, that you can enjoy with your kids!",1
"166","Smallville episode Justice is the best episode of Smallville ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! It's my favorite episode of Smallville! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !",1
"167","The movie is basically a boring string of appalling clichés which do not offer a real cross-cultural insight. The Middle Eastern leg of the journey is described in a particularly irritating way: there obviously are mud brick villages, dirt tracks in the middle of the desert, women clad in black robes and belly dancers. I wonder how camels and date palm trees were missing from the whole picture. The personality of the two main characters is very clumsily sketched and many situations are hardly credible. <br /><br />The original idea might have been interesting, but at the end of the day if you are looking for cultural insight, you should skip this movie.",0
"168","My girlfriend and I have a thing for Robots. So I try to seek out movies that have robots. And this movie has robots. Big ones. They beat the clang and bang out of each other, with the fate of nations hanging in the balance. It's really cool. You have to forgive this movie its many shortcomings and just try to appreciate what the director and his crew of technicians were able to put on the screen while working with what was obviously a tight budget. It is very hard to dislike this movie. Because of those big robots. They looked like Transformers and they fought like pro wrestlers! It made my girlfriend smile. And that is good enough for me. And special mention must be made of veteran character actor Paul Koslo: as the maniacal Russian Villain, whether he is ruthlessly stomping on his helpless opponents after they've already surrendered or complaining that their close proximity to him in a bar has caused his vodka to taste ""like blood"" (a line he delivers with a deliciously campy sub-Bela Lugosi accent) he is clearly having a ball and the film benefits enormously whenever he is on-screen. This is a nifty little flick that deserves its cult reputation.",1
"169","An ok movie about downs syndrome. A mother has twins one is very sick the other is good but he has downs. The mother does not think she can raise him so she gives him to some people who have 15 kids 11 have downs! the mom does not like this & she thinks he should be with his family ( I agree too ) so they take it to court & the family gets broken up & the grandparents lose, it never really says if the mom & daughter makeup? I think this movie's good but the plot is familiar, it's still good & has a few unintentional laughs!",1
"170","Yet another example of what British cinema can achieve: a simple story, told and acted well. Brenda Blethyn gives a layered and warming performance as the recently widowed and financially straitened Grace, ably assisted by a solid supporting cast. The ""quirky small town"" card gets played to the hilt, similar to many TV series and films that have come from the British Isles in recent years (Ballykissangel, Hamish Macbeth and others come to mind). Like the forementioned, this film makes use of some ravishingly beautiful rural scenery, in this case the wet and wild Cornish coast.<br /><br />Some viewers might find wholesale acceptance of cannabis use a bit challenging, others might find the ending just a little too cute and safe. But it's an enjoyable spliff, to be sure.",1
"171","I have looked forward to seeing this since I first saw it listed in her work. Finally found it yesterday 2/13/02 on Lifetime Movie Channel.<br /><br />Jim Larson's comments about it being a ""sweet funny story of 2 people crossing paths"" were dead on. Writers probably shouldn't get a bonus, everyone else SRO for making the movie.<br /><br />Anybody who appreciates a romantic Movie SHOULD SEE IT.<br /><br />Natasha's screen presence is so warm and her smile so electric, to say nothing of her beauty, that anything she is in goes on my favorite list. Her TV and print interviews that I have seen are just as refreshing and well worth looking for.<br /><br />God Bless her, her family and future endeavors.<br /><br />This movie doesn't seem to available in DVD or video yet, but I would be the first to buy it and I think others would too.",1
"172","As a fan of the Sookie Stackhouse books, I find this series to be a totally crass representation of them. Vampire Bill is not very good looking and looks much older than described in the book. I found that they have made already wonderfully colourful characters seem very course and vulgar. One of the things I loved about the books is that despite all the crap that she is going through Sookie is always a lady, and yet in the TV series she doesn't seem like that at all. Not only that but the prejudices displayed in the TV series are not nearly as wide spread in the books. I didn't expect an exact replica of the books but I at least expected the feel of them to be used for the series.",0
"173","Considering that this movie had a serious and quite successful launching campaign, I would have expected something to be worth the fuzz...from the opening scene on (in which the two brothers ""sensually"" caress each other, laying naked in a bed) it goes rapidly downwards...nothing to get the attention, not a mind-catching thing in the whole plot, baaad baad acting (a few minor exceptions, but artificiality is at its best). Incest and lesbianism are promising themes, but the script analyses none of the two in depth ( mind that a possible excuse of the makers, saying that they aimed for a subtle movie would be hilarious, unless subtle and superficial mean the same thing...). The too curious viewers will not get any interesting scene...at this point, that could have saved some of the movie...so you can imagine how bad it is. Many other things could be said...but please watch the movie yourselves...I am an egoist and I would like as many people as possible to waste about 1 1/2h of their lives...like I did :(",0
"174","As a Dane I'm proud of the handful of good Danish movies that have been produced in recent years. It's a terrible shame, however, that this surge in quality has led the majority of Danish movie critics to lose their sense of criticism. In fact, it has become so bad that I no longer trust any reviews of Danish movies, and as a result I have stopped watching them in theaters.<br /><br />I know it's wrong to hold this unfortunate development against any one movie, so let me stress that ""Villa Paranoia"" would be a terrible film under any circumstances. The fact that it was hyped by the critics just added fuel to my bonfire of disillusionment with Danish film. Furthermore, waiting until it came out on DVD was very little help against the unshakable feeling of having wasted time and money. <br /><br />Erik Clausen is an accomplished director with a knack for social realism in Copenhagen settings. I particularly enjoyed ""De Frigjorte"" (1993). As an actor he is usually funny, though he generally plays the same role in all of his movies, namely that of a working-class slob who's down on his luck, partly because he's a slob but mostly because of society, and who redeems himself by doing something good for his community. <br /><br />This is problem number one in ""Villa Paranoia""; Clausen casts himself as a chicken farmer, which is such a break from the norm that he never succeeds in making it credible. <br /><br />It is much worse, however, that the film has to make twists and turns and break all rules of how to tell a story to make the audience understand what is going on. For instance, the movie opens with a very sad attempt at visualizing the near-death experience of the main character with the use of low-budget effects and bad camera work. After that, the character tells her best friend that she suddenly felt the urge to throw herself off a bridge. This is symptomatic of the whole movie; there is little or no motivation for the actions of the characters, and Clausen resorts to the lowest form of communicating whatever motivation there is: Telling instead of showing. Thus, at one point, you have a character talking out loud to a purportedly catatonic person about the way he feels, because the script wouldn't allow him to act out his feelings; and later on, voice-over is abruptly introduced, quite possibly as an afterthought, to convey feelings that would otherwise remain unknown to the audience due to the director's ineptitude. Fortunately, at this point you're roughly an hour past caring about any of the characters, let alone the so-called story.<br /><br />The acting, which has frequently been a problem in Clausen's movies, can be summed up in one sad statement: Søren Westerberg Bentsen, whose only other claim to stardom was as a contestant on Big Brother, is no worse than several of the heralded actors in the cast.<br /><br />I give this a 2-out-of-10 rating.",0
"175","I'm a Black man living in a predominantly Black city. That being said, I have some major misgivings about Tyler Perry's work. I realize that some people out there feel the need to praise him, because he's Black and trying to portray a positive image about the culture. But, I honestly do believe that, were Perry White, this film would have had the NAACP, Al Sharpton, and Jessie Jackson all over his ass.<br /><br />I have been forced to watch this movie one whole hell of a lot recently and each repeated viewing makes my blood boil. The characters are poorly written and acted. The jokes are so bad, I have to actually be told something is supposed to be funny. I'm just going to break this big pile of sh-t down.<br /><br />Madea=suck. The character may have had some appeal, but it doesn't anymore. When the only thing she ever seems to do is smack around children and threaten adults with violence she is less than useless. She is unnecessary.<br /><br />The situation with the wife beating fiancé was horsesh-t. If a woman was so scared to death of her husband, why would she try to run away when he's sleeping in bed. Wouldn't it have made more sense for her to leave when he was at work. At any rate, the characters in this arc were so annoying and overbearing that I hoped he would throw her off the balcony and was royally ticked when he didn't.<br /><br />Then there are the two lovebirds. A bus driver asks a woman out by harassing her while he's making his rounds. I couldn't believe it. I really couldn't believe when she agreed to go out with him even more. But, what takes the cake is that a grown man was reduced to tossing pebbles at a window and passing notes like a ten year old by a castrating mega bitch. I don't use this term lightly, but that woman only had two modes. Morose victim and psycho momma. No matter which of these two faces she showed, however, there was one constant. The bus driver wasn't going to get any. He even married her without sampling the goods--WTF! <br /><br />Then there's the family reunion scene. Here we've got the mother load which includes implied incestual taboos, grinding for the sake of grinding, shirtless, overly musclebound, b-ball, plus the great taste of Maya Angelou. When those babes dragged their butts outside and called a meeting, was I wrong to wish that the oldest of them was claimed by a heart attack. All this crap is going on at the reunion, in laughably easy to separate groups, and then they ring a bell. When they do, everyone drops what they're doing and heads on over for a stern talking too, just like a pack of Pavlov's doggies--WTF!! <br /><br />Then you have the final five minutes of the film. In it we see the abusive fiancé get manhandled by his longtime victim and all around bad actress. There is an impromptu wedding where Black people are dressed like angels and are hanging from the ceiling--WTF!!! The only reason to watch it this far, besides testing your threshold for pain, is the hope that the second villain of this story gets her ass handed to her as well. Guess what, it doesn't happen. Instead, Perry takes the testicularly challenged way out and plays it safe, ending the movie on a tone of forgiveness--WTF!! <br /><br />I'm pretty sure that, if given a day , I could probably write a doctoral dissertation on all the ways this movie sucks. Don't even get me started on the rest of Tyler Perry's films. I'm just going to say this. In my opinion, as a Black guy, D.W. Griffith's legacy lives on. The irony is that it is doing so through a Black man who will be praised for doing what Birth of a Nation did, selling us down the river. I only wish Perry's films were dudes so I could kick them in the nuts. Thanks a lot, dude!! What are you going to follow this up with in 2009, a comedy about the raping and savage beating of slaves in Colonial America?",0
"176","Good movie, very 70s, you can not expect much from a film like this,, Sirpa Lane is an actress of erotic films, a nice body but nothing exceptional savant to a pornographic actress from the body disappears, but the '70s were characterized a small breasts and a simple eroticism. Not demand a lot from these films are light years away from the movies today, the world has changed incredibly. The plot is simple and the actors not extraordinary. And the brunette actress has a single body, has one breast slightly bigger. Be satisfied. Papaya also is not great but at least these films have a certain charm ... Download them again but then again who knows what you pretend not to them.",1
"177","I cannot believe that I wasted five hours of my life on this rubbish. The previous five day offering by this author was highly enjoyable and I was really looking forward to this. But most of the dialogue was completely incomprehensible. Suranne Jones was the principal culprit since she either mumbled or gabbled her lines, but most of the rest of the cast followed her example. Notable exceptions were Bernard Hill and Anne Reid, old stagers whose diction was exemplary. Do producers not listen to productions before they are aired to make sure the dialogue is audible? As a result I suppose I lost track of what was going on, and since the original plot line seemed to metamorphose into to the standard them-and-us thing between Muslims and the rest I soon lost interest. The ending was a complete anti-climax. A complete dud.",0
"178","As I watched one of Orson Welles' last contributions to Hollywood as a filmmaker, I knew I was watching a great movie unfold, though at times I did not know why. The story in The Lady from Shanghai has the prime elements of a film-noir: average-Joe lead, femme fatale, conspicuous supporting characters, and a comprehensible if somewhat convoluted plot structure. It is an entertaining ride, and it's filled to the brim with Welles' unique gifts as a director, but there are scenes that tend to just not work, or don't feel complete in what was Welles' full vision (the latter is unfortunately too true- executive producer Harry Cohn and the Columbia execs are to blame for that).<br /><br />Welles co-stars with his then wife, the profoundly gorgeous Rita Hayworth, as Mike O'Hara, an Irish worker who can and does get angry at the right people. Hayworth is Mrs. Bannister, married to Mr. Bannister (Everett Sloane, who played Mr. Bernstein in Citizen Kane), who is accompanied by a friend Mr. Grisby (Glenn Anders, who has great control in his eyes). They want to go sailing on their yacht and take O'Hara along for the ride, and at first he's reluctant, but agrees since he's falling for the married Mrs. As their journey unfolds, O'Hara finds that Bannister and Grisby are not pleasant to be around, and more so with Grisby, who at first seems out of his gourd. Yet as the plot unfolds, O'Hara is drawn into a scam that Grisby is planning for insurance money, with results that I dare not reveal (although they have been discussed over and over by others).<br /><br />Whatever liabilities pop up here and there in the mystery part of the story (and those few noticeable moments where shots were studio dictated), the performances and the look of the film are what remains striking after over fifty-five years. Though he doesn't have the terrific Greg Tolland (Kane's DP) at his side, dependable Charles Lawton Jr. assists Welles in creating an atmosphere that is both elegant and stark, covered in shadows, deep focus, low angles, the works. A particular accomplishment is the fun-house mirror scene, which is merely a highlight among others. Welles himself is always dependable as an actor- even if his accent isn't anything special- and Hayworth herself makes a scene a little more lush, despite her path in the story. <br /><br />The Lady from Shanghai is worth checking out, especially for Welles, Hayworth, or film-noir buffs (fans of the Coen brothers might find this fascinating as well). It may just take a little while, repeat viewings (as was for Touch of Evil), for the underlying motives in the plot to sink in.",1
"179","De Grot is a very good film. The great plot comes from the novel by Tim Krabbé, who also adapted this story for the screen. Some really top-class acting, not only by Van Huêt, but especially by Marcel Hensema, who mostly did TV-work prior to his performance of Axel van de Graaf. The film seems to kick of as a thriller, and sets an excellent mood. Then we start to learn about Egon Wagter and Axel van de Graaf, and the story is revealed bit by bit in a very compelling flash-back structure, which adds to the more romantic aspect and the character-driven drama of the movie. In the end this all culminates into an emotional ending, that will grab audiences by their throats. Make sure you know as little as possible about the plot when you are going to see this movie. A must-see, especially if you liked 'Spoorloos' (The Vanishing's original screen adaptation).",1
"180","For those that were interested in knowing how exactly humanity came to be encased in big red pods that make me crave pomegranate, there is the duo of the ""Second Renaissance"" shorts. I'm not exactly sure why they are split into two parts, especially since they're credited as one on the DVD (and are these shorts viewed on any other format but the DVD?), but they're informative even if they have a few gaps.<br /><br />What really makes this first part stand out, from the second part and the rest of the animations as well, is the parallels it shows between robot uprising and civil rights. Graphic homages to slavery, fascism, concentration camps, and mass graves are mixed with verbal references to the Million Man March and humanity's God-complex. In fact, ""God"" is never really referenced by these shorts, instead replaced by ""Man's own image"".<br /><br />As far as the shorts go in the collection, ""The Second Renaissance: Part I"" is by far the most effective in bringing out emotion. It's a sorrowful and disturbing view of the potential of humanity to become ""the architect of its own destruction."" Some may be turned off by some of the concepts this short rips directly out of previously established science fiction literature, but then again, that's basically what most of the Matrix series has done, and it's been a driving force behind its success.<br /><br />--PolarisDiB",1
"181","This is such a great movie ""Call Me Anna"" because it shows how a person has suffered for so long without knowing what was wrong with her. For Patty Duke to come out in the publics eye and tell her story is an inspiration to those who suffer from this disease. I have a lot of respect for her as a person. The only thing I don't like is I can't get it on tape, I've tried looking for it but with no success. Any one know how to get it?",1
"182","I saw this Australian film about 10 years ago and have never forgotten it. The movie shows the horror of war in a way that Hollywood usually glosses over. The relationship between the soldiers of the two warring countries is highlighted by the differences in culture and the ultimate knowledge that in the end we are all really not different on the inside. If you can find any type of copy of this--buy or rent it. You won't be disappointed, just awed.",1
"183","THE DECOY is one of those independent productions, made by obvious newcomers, but it doesn't have all the usual flaws that sink most such films. It has a definite story, it has adequate acting, the photography is very good, the hero and the bad guy are both formidable men, and the background music isn't overdone. This is a DVD New Release, so people will be looking here to see if it's worthwhile. I don't know where all the 10's come from, as there's no way this film is that good --- even if you're the filmmaker's mother. <br /><br />The last film we saw at a theater was Warner's trashing of J K Rawlings much-loved and excellent book, Order of the Phoenix. In comparing THE DECOY with PHOENIX, consider that PHOENIX (as made by Warners) had no story, certainly no acting was allowed by the director, the photography was dreadful, and the wall-of-sound overbearing musical score was just a mess. I rated Phoenix a ""1"" because the scale doesn't go any lower. THE DECOY is 4 times better -- in all regards.<br /><br />If you have the opportunity, give THE DECOY a chance. Remember, this isn't ""Decoy 3 -- the Shootout"" or any such nonsense. It's original. If your expectations aren't overblown by the foolish ""10"" scores here, you might just enjoy the film on its own terms.",0
"184","No wonder that the historian Ian Kershaw, author of the groundbreaking Hitler biography, who originally was the scientific consultant for this TV film, dissociated himself from it. The film is historically just too incorrect. The mistakes start right away when Hitler`s father Alois dies at home, while in reality he died in a pub. In the film, Hitler moves from Vienna to Munich in 1914, while in reality he actually moved to Munich in 1913. I could go on endlessly. Hitler`s childhood and youth are portrayed way too short, which makes it quite difficult for historically uninformed people to understand the character of this frustrated neurotic man. Important persons of the early time of the party, like Hitler`s fatherly friend Dietrich Eckart or the party ""philosopher"" Alfred Rosenberg are totally missing. The characterization of Ernst Hanfstaengl is very problematic. In the film he is portrayed as a noble character who almost despises Hitler. The script obviously follows Hanfstaengl`s own gloss over view of himself which he gave in his biography after the war. In fact, Hanfstaengl was an anti-semite and was crazy about his ""Fuehrer"". But the biggest problem of the film is the portrayal of Hitler himself. He is characterized as someone who is constantly unfriendly,has neither charisma nor charm and constantly orders everybody around. After watching the film, one wonders, how such a disgusting person ever was able to get any followers. Since we all know, what an evil criminal Hitler was, naturally every scriptwriter is tempted to portray Hitler as totally disgusting and uncharismatic. But facts is, that in private he could be quite charming and entertaining. His comrades didn`t follow him because he constantly yelled at them, but because they liked this strange man. Beyond all those historical mistakes, the film is well made, the actors are first class, the location shots and the production design give a believable impression of the era.",0
